     OBJECTID_1       GIS_ID  FEDTRACTNO  TRACTNO  AREASQMI   POPDENSITY  TOTAL              NAME  FULLTOTAL  AGE0_17  AGE0_17PCT  AGE18PLUS  AGE18PLUSP  CHTOTAL  CHWHITE  CHBLACK  CHAMERIND  CHASIAN  CHHISP  CHOTHER  TOTALPERC  TOTAL90  TOTAL00  TOTPOPCHG  TOTPOPCHGP  WHITE  BLACK  AMERIND  ASIAN  HAWAIIAN  OTHER  HISPANIC  OCCUPIEDHO  PCTOWNEROC  TRACT90         COMMENT_  MRDCHREL  MRDCHRELNO  MHHCHREL  MHHCHRELNO  FMHHCHREL  FMHHCHRELN  MARRIED  TOTHOUSEUN  SINGLEFAMI  MULTIUNIT  CONSTRCOST  SINGLECOST  MULTICOST  MULTIPERSO  SINGLEPERS  FAGI_TOTAL_2005  FAGI_MEAN_2005  FAGI_MEDIAN_2005  FAGI_TOTAL_2006  FAGI_MEDIAN_2006  AREA  LEN  SHAPE_Length    SHAPE_Area
123         124  Tract00_163       17.02    17.20   0.36711   6101.71338   2240  2000 Tract 17.02        975      380     0.16964       1860     0.83035     -364      -47     -297         25        1      40       32    -13.978     2604     2240       -364    -0.13978    391   1625        6     24         0      3       128         681     0.69846     17.2                        106         234        18          26         58          89      340           0           0          0           0           0          0          86         358       64355826.0      55383.6713           42923.5       61951765.0           48509.0     0    0   4890.097535  9.508179e+05
124         125  Tract00_002       18.03    18.30   0.44604   6873.82298   3066  2000 Tract 18.03       1504      591     0.19275       2475     0.80724      323      202     -149         29       42     461      344     11.775     2743     3066        323     0.11775    171   2104        6     49         1      9       646         306     0.20345     18.3                        181         211        29          59        114         125      392           0           0          0           0           0          0          82         703       60905198.0      37619.0229           26874.0       56194070.0           30926.5     0    0   4651.916088  1.155252e+06
125         126  Tract00_167       14.01    14.10   0.30713  10256.24328   3150  2000 Tract 14.01       1460      626     0.19873       2524     0.80126       73       40       20          8       79      62        3      2.372     3077     3150         73     0.02372   2506    151        1    206         2      6       222         767     0.52534     14.1                        300         335        10          19         53          47      635           1           1          0      125000      125000          0         116         580      182657821.0     130190.8917           58018.0      170621836.0           72305.0     0    0   4029.654071  7.954703e+05
126         127  Tract00_162       95.05    95.50   0.40721   6559.26917   2671  2000 Tract 95.05       1155      452     0.16922       2219     0.83077     -461      -66     -384         14       -5      23       36    -14.719     3132     2671       -461    -0.14719     65   2486        2      8         0      5        62         949     0.82164     95.5                         85         298        14          43         70         207      383           0           0          0           0           0          0          32         406       57755232.0      43588.8543           38622.0       54462286.0           43489.0     0    0   4618.611068  1.054680e+06
127         128  Tract00_004       19.02    19.20   0.33895   6083.49314   2062  2000 Tract 19.02        816      347     0.16828       1715     0.83171     -448        6     -456         22       -1      32       50    -17.849     2510     2062       -448    -0.17848    101   1833        5      7         0      1        63         670     0.82107     19.2                         79         198         7          44         49         144      277           0           0          0           0           0          0          58         237       45614951.0      50347.6280           37192.5       41354905.0           44719.5     0    0   3993.633232  8.778826e+05
128         129  Tract00_005       19.01    19.10   0.29789  13256.57122   3949  2000 Tract 19.01       1511      795     0.20131       3154     0.79868     -434       45     -509         24        1     110      102     -9.902     4383     3949       -434    -0.09901     80   3547        9      9         1      0       243        1212     0.80211     19.1                        154         347        20          61        123         291      501           0           0          0           0           0          0          73         442       75554690.0      41062.3315           31852.0       67590553.0           37368.0     0    0   3676.523082  7.715306e+05
129         130  Tract00_006       14.02    14.20   0.34561  11356.73158   3925  2000 Tract 14.02       1232      464     0.11821       3461     0.88178     1062      727      272         33       59      55       56     37.094     2863     3925       1062     0.37093   2948    550       11    141         0     11       206         833     0.67613     14.2                        238         293         4          21         32          42      531           0           0          0           0           0          0         102         500      153399794.0     119284.4432           75968.0      151163181.0           88951.0     0    0   4867.871595  8.951297e+05
130         131  Tract00_007       20.01    20.10   0.24204  10060.32061   2435  2000 Tract 20.01       1028      435     0.17864       2000     0.82135       10       66     -181         16        4     267      207      0.412     2425     2435         10     0.00412    358   1485        3     33         2     12       496         342     0.33268     20.1                        124         141        18          38         67         111      265           1           1          0      350000      350000          0         112         417       50719222.0      50769.9920           30117.0       48025140.0           33901.0     0    0   4143.172034  6.268729e+05
131         132  Tract00_161       95.07    95.70   0.11806  12984.92292   1533  2000 Tract 95.07        648      283     0.18460       1250     0.81539     -153      -12     -155          0       11       0       17     -9.075     1686     1533       -153    -0.09074      9   1480        1     11         0      9        10         526     0.81172     95.7                         56         165         9          19         54         117      221           0           0          0           0           0          0          24         204       29914772.0      41490.6685           36975.0       27840753.0           41171.0     0    0   2518.485974  3.057883e+05
132         133  Tract00_010       20.02    20.20   0.32785  11532.71313   3781  2000 Tract 20.02       1278      810     0.21422       2971     0.78577     -211      119     -513         36       25     404      273     -5.286     3992     3781       -211    -0.05285    325   2697       14     40         2     22       583         862     0.67449     20.2                        171         246        27          62         83         210      417           0           0          0           0           0          0         113         366       76218718.0      47282.0831           31811.0       68709644.0           36198.0     0    0   4380.434507  8.491345e+05
133         134  Tract00_011       21.01    21.10   0.23114  22639.95847   5233  2000 Tract 21.01       1938     1294     0.24727       3939     0.75272      -54      238     -714         33       51     623      534     -1.021     5287     5233        -54    -0.01021     65   4188       13     45         5     10       812         842     0.43446     21.1                        209         288        60          88        205         317      497           0           0          0           0           0          0         131         640       70592381.0      31346.5280           25446.0       63575823.0           29245.0     0    0   3146.967846  5.986460e+05
134         135  Tract00_159       10.01    10.10   0.95831   6325.71923   6062  2000 Tract 10.01       2548     1242     0.20488       4820     0.79511     -258     -172      -42         24       31     -33       27     -4.082     6320     6062       -258    -0.04082   5216    193       10    217         4     17       323        1988     0.78021     10.1                        658         727        20          36         57          77     1385           0           0          0           0           0          0         247         726      356721134.0     129528.3711           83217.0      371263969.0           97920.0     0    0   6512.150345  2.482030e+06
135         136  Tract00_012       21.02    21.20   0.28025  16524.53167   4631  2000 Tract 21.02       2000      962     0.20773       3669     0.79226     -458       30     -633         37        5     202      223     -9.000     5089     4631       -458    -0.08999     74   4114       14     18         2      4       345        1149     0.57450     21.2                        179         335        42          74        188         315      514           0           0          0           0           0          0         123         744       79627948.0      37560.3528           30099.0       73303270.0           34322.0     0    0   3547.743037  7.258557e+05
136         137  Tract00_188       95.08    95.80   0.34477   8295.38533   2860  2000 Tract 95.08       1309      496     0.17342       2364     0.82657     -221       -7     -231         21       14      27       29     -7.173     3081     2860       -221    -0.07172     25   2726        4     13         0     10        41         761     0.58135     95.8                         72         317        20          38        104         206      389           0           0          0           0           0          0          55         497       55009534.0      41174.8009           34821.5       50986709.0           38832.0     0    0   4928.570411  8.929476e+05
137         138  Tract00_014       95.01    95.10   0.63146   8336.23666   5264  2000 Tract 95.01       1767      666     0.12651       4598     0.87348     -605     -303     -378         12       53      27       91    -10.308     5869     5264       -605    -0.10308   1757   3107       15    111         0     21       197         306     0.17317     95.1                        114         192        46          54        184         176      306           0           0          0           0           0          0         152         849       47321396.0      33091.8853           28889.0       41265780.0           32654.5     0    0   6395.643462  1.635484e+06
138         139  Tract00_015       95.09    95.90   0.24838  11667.60609   2898  2000 Tract 95.09       1247      540     0.18633       2358     0.81366     -373      -13     -322         25       -7      -6       -2    -11.403     3271     2898       -373    -0.11403     47   2775        9      5         0      0        14        1151     0.92301     95.9                        120         336        11          53         86         203      456           0           0          0           0           0          0          42         396       57265457.0      42735.4157           37888.5       53670022.0           43058.0     0    0   3323.313681  6.433022e+05
139         140  Tract00_016       22.02    22.20   0.27864  10813.23572   3013  2000 Tract 22.02       1259      720     0.23896       2293     0.76103     -284        6     -358         36        8      84      111     -8.614     3297     3013       -284    -0.08613     29   2677       19      8         0      6       210         588     0.46703     22.2                         89         174        36          58        154         188      263           0           0          0           0           0          0          71         489       45507061.0      34062.1714           28066.0       40472018.0           32376.0     0    0   3462.085828  7.216678e+05
140         141  Tract00_027       27.01    27.10   0.17623  32582.42070   5742  2000 Tract 27.01       2650      856     0.14907       4886     0.85092      792      408     -123         74      182     597      679     16.000     4950     5742        792     0.16000   1747   1670       15    401         2     29      1628         585     0.22075     27.1                        283         329        45         102        118         130      612           0           0          0           0           0          0         355        1288      116129242.0      49144.8337           33215.0      105664124.0           39605.5     0    0   3425.149924  4.564334e+05
141         142  Tract00_035       28.02    28.20   0.08852  53095.34568   4700  2000 Tract 28.02       1738     1115     0.23723       3585     0.76276      -70      250     -531         45      109     142      350     -1.468     4770     4700        -70    -0.01467    364   1488       15    337         0     15      2398         151     0.08688     28.2                        235         210        57         106        148         120      445           0           0          0           0           0          0         203         659       48056615.0      30531.5216           23073.0       42015485.0           25956.5     0    0   2079.901514  2.292575e+05
142         143  Tract00_070       53.01    53.10   0.11058  45623.07831   5045  2000 Tract 53.01       3692      161     0.03191       4884     0.96808      -42      379     -195         54      120    -467     -198     -0.826     5087     5045        -42    -0.00825   3696    338       13    343         2     26       505        1229     0.33288     53.1                         68         279        12          26         15          31      347           0           0          0           0           0          0         568        2693      213498575.0      76331.2746           53643.0      212339927.0           65676.0     0    0   2322.816799  2.863934e+05
143         144  Tract00_063       88.03    88.30   0.44596   4300.83416   1918  2000 Tract 88.03        425      334     0.17413       1584     0.82586     -266      229     -479         33       30      40      -14    -12.179     2184     1918       -266    -0.12179    605   1122        6     45         2      1        87          54     0.12705     88.3                         22          26        21          18         87          58       48           0           0          0           0           0          0          33         160        8175017.0      18046.3951            9806.0        8040125.0           16167.0     0    0   5275.714876  1.155039e+06
144         145  Tract00_078       54.02    54.20   0.11664      8.57339      1  2000 Tract 54.02          1        0     0.00000          1     1.00000       -1       -2        0          0        1       0        0    -50.000        2        1         -1    -0.50000      0      0        0      1         0      0         0           0     0.00000     54.2                          0           0         0           0          0           0        0           0           0          0           0           0          0           0           1       11665895.0     220111.2264           46956.0        7656979.0           58060.0     0    0   2847.491557  3.020988e+05
145         146  Tract00_086       52.02    52.20   0.07161  10613.04287    760  2000 Tract 52.02        511       66     0.08684        694     0.91315       18       -4       -9          3       85     -39       -8      2.426      742      760         18     0.02425    271    151        3    153         0      4       140           6     0.01174     52.2                         26          32         3           8          8          14       58           0           0          0           0           0          0          48         372       12062198.0      39036.2395           31960.0       11494821.0           39062.0     0    0   2029.529282  1.854617e+05
146         147  Tract00_143       73.02    73.20   0.44545   7320.68695   3261  2000 Tract 73.02       1274      922     0.28273       2339     0.71726     -916      -71     -823          8       -8      11       19    -21.930     4177     3261       -916    -0.21929     55   3111        3     10         0      9        42         473     0.37127     73.2                         87         182        39          49        210         180      269           0           0          0           0           0          0          79         448       35470952.0      28628.6941           23995.0       31685413.0           28101.0     0    0   5505.769355  1.153713e+06
147         148  Tract00_113       77.08    77.80   0.32259   8388.35674   2706  2000 Tract 77.08       1152      837     0.30931       1869     0.69068     -185       -4     -176          9        2      -5        7     -6.399     2891     2706       -185    -0.06399     16   2654        4      2         0      1         7         224     0.19444     77.8                         61          98        37          36        288         173      159           0           0          0           0           0          0          59         400       25759590.0      28060.5556           25137.0       23420239.0           29249.0     0    0   4383.640290  8.355181e+05
148         149  Tract00_118       62.01    62.10   0.33302    432.40646    144  2000 Tract 62.01         94        2     0.01388        142     0.98611       93       87        7          1       -1      -2        0    182.353       51      144         93     1.82353    135      7        0      0         0      0         1          84     0.89361     62.1                          2          30         0           2          0           0       32          93          93          0    10000000    10000000          0          13          47       12664031.0     119471.9906           98691.5       13375338.0          122725.0     0    0   4164.441003  8.625271e+05
149         150  Tract00_031       31.00    31.00   0.11381  24207.01169   2755     2000 Tract 31        901      729     0.26460       2026     0.73539     -154      218     -687          8       16     477      374     -5.294     2909     2755       -154    -0.05293     82   1795        6     15         1      8       824         471     0.52275     31.0                        134         118        25          49         89         146      252           0           0          0           0           0          0          80         260       39334586.0      30350.7608           24979.0       35744225.0           29167.5     0    0   2574.163160  2.947655e+05
150         151  Tract00_047       36.00    36.00   0.11795  33192.03052   3915     2000 Tract 36       1603      858     0.21915       3057     0.78084     -357      229    -1113         40      137     518      579     -8.357     4272     3915       -357    -0.08356    344   2386       15    123         0      9       924         275     0.17155     36.0                        154         132        29          67        179         122      286           0           0          0           0           0          0         226         694       67166052.0      36863.9144           27381.5       61156191.0           32244.5     0    0   2298.613359  3.055033e+05
151         152  Tract00_154        1.00     1.00   0.89525   5220.88802   4674      2000 Tract 1       2724      460     0.09841       4214     0.90158      -32      -94       45         15       54     -41       12     -0.680     4706     4674        -32    -0.00679   4059    186        7    163         3     11       192        1445     0.53046      1.0                        214         555        11          24         40          37      769           0           0          0           0           0          0         361        1482      413174189.0     203433.8695           76215.0      413250951.0           86791.5     0    0   8564.166916  2.318693e+06
152         153  Tract00_003       18.04    18.40   0.23232  17889.11846   4156  2000 Tract 18.04       1774      932     0.22425       3224     0.77574      -81      208     -697         11       43     541      527     -1.912     4237     4156        -81    -0.01911     95   2897        3     35         1     16      1003         578     0.32581     18.4                        210         284        44          71        182         211      494           0           0          0           0           0          0         128         644       69985531.0      35168.6085           26205.5       65111551.0           29408.0     0    0   3404.870387  6.016999e+05
153         154  Tract00_008       13.01    13.10   1.11128   3371.78749   3747  2000 Tract 13.01       2048      427     0.11395       3320     0.88604       54     -149       41         17      200      56       59      1.462     3693     3747         54     0.01462   2893    258        1    288         3      8       208         642     0.31347     13.1                        218         431        10          25         32          51      649           4           4          0      926200      926200          0         251        1030      235868221.0     134858.9028           55496.0      237384666.0           66859.0     0    0   8660.943791  2.878221e+06
154         155  Tract00_187       95.03    95.30   0.55668   5507.65251   3066  2000 Tract 95.03       1207      596     0.19439       2470     0.80560     -154      -99      -28         19        9      -8       10     -4.783     3220     3066       -154    -0.04782    299   2660        3     18         1      3        37        1115     0.92377     95.3                        132         340        14          40         82         188      472           0           0          0           0           0          0          67         344       77208364.0      54564.2148           44583.0       70948127.0           49271.5     0    0   5486.878766  1.441794e+06
155         156  Tract00_135       74.01    74.10   0.54358   5511.60823   2996  2000 Tract 74.01        893     1346     0.44926       1650     0.55073      313       17      302          5        1      23       19     11.666     2683     2996        313     0.11666     12   2930        1      0         0      2        27          59     0.06606     74.1                         45          56        16          25        391         194      101           0           0          0           0           0          0          25         141       14963202.0      19818.8106           17215.0       13336798.0           20335.0     0    0   6307.741009  1.407865e+06
156         157  Tract00_144       98.04    98.40   0.20238  12679.11849   2566  2000 Tract 98.04        909      921     0.35892       1645     0.64107     -215       14     -228          7        1      10       14     -7.731     2781     2566       -215    -0.07731     15   2501        5      3         0      1        22         302     0.33223     98.4                         63         114        22          30        254         151      177           0           0          0           0           0          0          38         237       30042722.0      31590.6646           25798.0       26209722.0           29215.0     0    0   3748.994985  5.241651e+05
158         159  Tract00_186       94.00    94.00   0.62604   6654.52687   4166     2000 Tract 94       1686      792     0.19011       3374     0.80988     -461      -57     -407         33       21      65       54     -9.963     4627     4166       -461    -0.09963    128   3816        5     23         0     10       119        1356     0.80427     94.1    Number Change       170         431        19          52        115         255      601           0           0          0           0           0          0          99         545       88449285.0      48732.3884           41013.0       80314310.0           47073.0     0    0   5539.928793  1.621444e+06
159         160  Tract00_072       50.00    50.00   0.16920  43014.18440   7278     2000 Tract 50       3614      931     0.12791       6347     0.87208      826     1282    -1053         61      247    1131      725     12.802     6452     7278        826     0.12802   1894   2635       11    392         1     26      2145         827     0.22883     50.0                        253         284        46         162        132         132      537          78           0         78    14519000           0   14519000         647        1958      201376016.0      64876.2938           43902.5      190841951.0           53562.5     0    0   2957.096320  4.382265e+05
164         165  Tract00_082       85.00    85.00   0.20440  15699.60861   3209     2000 Tract 85       1129      829     0.25833       2380     0.74166     -457      -16     -437          0        5      21       25    -12.466     3666     3209       -457    -0.12465    128   2935        5     23         1      1        94         671     0.59433     85.1    Number Change        87         150        22          56        150         208      237           0           0          0           0           0          0         113         343       50699794.0      41252.8836           30709.0       47094962.0           36068.5     0    0   3072.443571  5.293990e+05
165         166  Tract00_084       47.00    47.00   0.24931  17576.51117   4382     2000 Tract 47       1740     1444     0.32952       2938     0.67047     -173      -19     -190          8       55      16       42     -3.798     4555     4382       -173    -0.03798    119   4020       14    114         1      8        49         120     0.06896     47.0                         72          98        27          37        466         199      170           0           0          0           0           0          0          65         776       27885174.0      22837.9803           17455.0       26274132.0           21878.5     0    0   3638.156434  6.457195e+05
166         167  Tract00_087       51.00    51.00   0.15187   5155.72529    783     2000 Tract 51        573       32     0.04086        751     0.95913     -212      -97      -86         10      -16      14       22    -21.307      995      783       -212    -0.21306    422    195        6     35         0      1        89          89     0.15532     51.0                         13          34         2           8          5           6       47           0           0          0           0           0          0          50         455       48352992.0     109893.1636           45761.0       51841645.0           52511.0     0    0   2757.948508  3.933328e+05
167         168  Tract00_089       56.00    56.00   0.21104  28174.75360   5946     2000 Tract 56       3529       83     0.01395       5863     0.98604     1288      751      137         19      417      84      106     27.651     4658     5946       1288     0.27651   4454    344       14    619         3     27       363        1247     0.35335     56.0                         38         425         5          29         10          49      463          28           0         28     3700000           0    3700000         523        2450      169734687.0      92096.9544           53162.0      176060863.0           65502.5     0    0   4104.394420  5.466064e+05
168         169  Tract00_091       84.01    84.01   0.08499  25167.66678   2139  2000 Tract 84.01        499      300     0.14025       1839     0.85974      425      445      -44         33       45      40       33     24.796     1714     2139        425     0.24795    454   1504       10     33         2      3        66         336     0.67334     84.1                         36          71        13          41         66         100      107           9           9          0      765000      765000          0          50         122       25531637.0      40144.0833           31326.5       23523247.0           36400.0     0    0   2326.201742  2.201200e+05
170         171  Tract00_156       73.01    73.10   3.79502   1379.17587   5234  2000 Tract 73.01       1361     1955     0.37351       3279     0.62648    -2533    -1202     -996         36     -104     -73      -46    -32.612     7767     5234      -2533    -0.32612   2844   1516       32    181        21     24       442          27     0.01983     73.1                        873         293        37           4        103           7     1166           0           0          0           0           0          0          11          33        4099121.0      32024.3828           28339.0        2200818.0           30447.5     0    0  17472.197820  9.829117e+06
171         172  Tract00_136       76.05    76.50   0.17520  21238.58447   3721  2000 Tract 76.05       1696      875     0.23515       2846     0.76484     -157       -4     -146         23       25      11       11     -4.048     3878     3721       -157    -0.04048     43   3577        8     16         0      0        30         392     0.23113     76.5                        121         205        48          58        225         223      326           0           0          0           0           0          0         112         704       49658308.0      34437.1068           30108.0       44444617.0           33743.0     0    0   3672.897379  4.537559e+05
172         173  Tract00_137       75.03    75.30   0.19178  13113.98477   2515  2000 Tract 75.03        870      941     0.37415       1574     0.62584     -503      -42     -434         15       -6       2        9    -16.667     3018     2515       -503    -0.16666     28   2424        3      5         1      3        26         292     0.33563     75.3                         59          76        24          36        263         124      135           0           0          0           0           0          0          52         236       19665632.0      23439.3707           18495.0       17976840.0           22339.0     0    0   2863.390041  4.967022e+05
173         174  Tract00_138       75.04    75.40   0.29717   7934.85210   2358  2000 Tract 75.04        856      836     0.35453       1522     0.64546     -313      -54     -262         14        7       7       10    -11.718     2671     2358       -313    -0.11718     21   2280        4     13         0      3        21         163     0.19042     75.4                         56          69        36          30        254         119      125           0           0          0           0           0          0          59         233       17936998.0      23601.3132           20474.5       16286150.0           24208.0     0    0   4253.295300  7.696602e+05
174         175  Tract00_171       74.09    74.90   0.16078  21420.57470   3444  2000 Tract 74.09       1388     1327     0.38530       2117     0.61469      463        3      468         20       -7      16       13     15.532     2981     3444        463     0.15531      8   3368        0      1         0      7        33         247     0.17795     74.9                         92          86        54          35        494         158      178          15          15          0      975000      975000          0          67         402       35202706.0      29117.2093           23199.0       32043360.0           27475.0     0    0   3042.799201  4.164213e+05
175         176  Tract00_170       73.04    73.40   0.48385   9641.41779   4665  2000 Tract 73.04       1482     1888     0.40471       2777     0.59528      190       15      203         21        1     -12       -9      4.246     4475     4665        190     0.04245     38   4548       17      6         0      0        20         315     0.21255     73.4                        128         149        57          46        539         199      277           0           0          0           0           0          0          63         301       30168145.0      27105.2516           21283.0       26812675.0           25550.5     0    0   5504.900025  1.253160e+06
176         177  Tract00_145       98.03    98.30   0.20649  10828.61156   2236  2000 Tract 98.03        969      634     0.28354       1602     0.71645     -575      -14     -563         24        0     -11        6    -20.455     2811     2236       -575    -0.20455     25   2154        3      5         0      4        20         191     0.19711     98.3                         81         105        17          30        193         109      186           0           0          0           0           0          0          61         373       24873670.0      28855.7657           25493.0       23170893.0           29538.0     0    0   3196.609546  5.348088e+05
177         178  Tract00_146       98.07    98.70   0.40319   8030.95315   3238  2000 Tract 98.07       1287      878     0.27115       2360     0.72884     -146      -17      -97          8      -11      -2       -2     -4.314     3384     3238       -146    -0.04314     53   3115        1     16         1      0        28         531     0.41258     98.7                        103         183        43          46        204         172      286           0           0          0           0           0          0          86         450       36668320.0      33004.7885           27939.0       33999545.0           31090.0     0    0   5038.556685  1.044266e+06
178         179  Tract00_147       98.01    98.10   0.16949  12337.01103   2091  2000 Tract 98.01        664      931     0.44524       1160     0.55475     -564       -9     -574          9        8     -52       12    -21.243     2655     2091       -564    -0.21242      1   2047        6      1         0     12        16         139     0.20933     98.1                         31          51        14          15        292         131       82           0           0          0           0           0          0          22         108        8812141.0      23312.5423           20156.0        7801044.0           22931.0     0    0   3209.646754  4.389754e+05
179         180  Tract00_148       98.02    98.20   0.07750  23303.22581   1806  2000 Tract 98.02        595      721     0.39922       1085     0.60077     -403        8     -393         -7        7       3        2    -18.244     2209     1806       -403    -0.18243      5   1772        2      3         0      0         7         143     0.24033     98.2                         38          58        18          18        186         125       96           0           0          0           0           0          0          20         132       10992823.0      22618.9774           18705.0       10239680.0           22971.0     0    0   2124.290236  2.007168e+05
180         181  Tract00_149       98.06    98.60   0.34420  17280.65078   5948  2000 Tract 98.06       2369     2164     0.36381       3784     0.63618    -1326      -35    -1276         27       13     -24        3    -22.395     5921     5948      -1326    -0.18229     45   5796       11     11         2      8        29         312     0.13170     98.5  Tracts Combined       138         186        55          72        757         294      324           0           0          0           0           0          0         109         758       56928931.0      24040.9337           21421.0       51261468.0           23960.5     0    0   4257.968207  8.914764e+05
181         182  Tract00_168       98.08    98.80   0.20625  11966.06061   2468  2000 Tract 98.08       1161      696     0.28200       1772     0.71799       88        1       96         13        8     -10       -1      3.697     2380     2468         88     0.03697     19   2390        5      4         1      2        22          82     0.07062     98.8                         66          85        45          40        236         116      151           0           0          0           0           0          0          96         477       17013314.0      25242.3056           23078.0       16081510.0           26450.0     0    0   3157.153213  5.341922e+05
182         183  Tract00_165       16.00    16.00   1.06384   3788.16363   4030     2000 Tract 16       1633      722     0.17915       3308     0.82084     -455     -208     -213         39       -6      54       54    -10.145     4485     4030       -455    -0.10144    844   2905        7     32         0     23       130        1464     0.89650     16.0                        280         597        17          48         69         151      877           2           2          0      400000      400000          0          87         384      182910896.0     107468.2115           72183.0      175248188.0           80973.0     0    0   8811.058157  2.755356e+06
183         184  Tract00_166       15.00    15.00   1.83801   3073.43268   5649     2000 Tract 15       2222     1390     0.24606       4259     0.75393       79       22       83         18       66      45       41      1.418     5570     5649         79     0.01418   4564    631        4    119         2     25       185        1953     0.87893     15.0                        693         724        11          23         75          67     1417           1           1          0      200000      200000          0         121         508      376818365.0     163691.7311          107546.0      390373535.0          125548.5     0    0  10671.034411  4.760439e+06
184         185  Tract00_160       11.00    11.00   0.65575   6752.57339   4428     2000 Tract 11       1854      809     0.18270       3619     0.81729       13     -172      120         17      104      11       78      0.294     4415     4428         13     0.00294   3601    248        2    234         2     30       200        1412     0.76159     11.0                        395         494        13          18         55          56      889           4           4          0      619600      619600          0         202         621      294184386.0     141231.1023           66978.0      290787961.0           81817.0     0    0   5942.836688  1.698388e+06
185         186  Tract00_009       26.00    26.00   0.83990   2600.30956   2184     2000 Tract 26        964      355     0.16254       1829     0.83745     -108       23     -127         17        5      25       38     -4.712     2292     2184       -108    -0.04712    664   1339        5     40         0     15        75         691     0.71680     26.0                        154         252         6          23         24          80      406           1           1          0      295000      295000          0          88         337      103181489.0     106482.4448           64022.0       96999438.0           71249.5     0    0   8828.576114  2.175337e+06
186         187  Tract00_013       12.00    12.00   0.46969  10338.73406   4856     2000 Tract 12       2567      623     0.12829       4233     0.87170       30     -122       58         28      163     -31       45      0.622     4826     4856         30     0.00621   3743    275        5    332         6     15       370        1272     0.49552     12.0                        312         470        17          33         66          67      782           0           0          0           0           0          0         409        1193      242970327.0      97461.0217           58594.0      265305808.0           71337.0     0    0   4884.226196  1.216503e+06
187         188  Tract00_021       24.00    24.00   0.21479  16667.44262   3580     2000 Tract 24       1252      840     0.23463       2740     0.76536     -305      102     -533         22        1     247      209     -7.851     3885     3580       -305    -0.07850    103   2934        3     14         1      9       452         792     0.63258     24.0                        134         192        29          54        112         233      326           0           0          0           0           0          0          88         410       52819845.0      35473.3680           26925.0       48714675.0           32424.5     0    0   3266.077583  5.563151e+05
